name,description,industry
Swiss Re,"The Swiss Re Group is a leading wholesale provider of reinsurance, insurance and other insurance-based forms of risk transfer. Dealing direct and working through brokers, its global client base consists of insurance companies, mid-to-large-sized corporations and public sector clients. From standard products to tailor-made coverage across all lines of business, Swiss Re deploys its capital strength, expertise and innovation power to enable the risk taking upon which enterprise and progress in society depend. 


Founded in Zurich, Switzerland, in 1863, Swiss Re serves clients through a network of over 70 offices globally and is rated ""AA-""_ by Standard & Poor's, ""Aa3""_ by Moody's and ""A+""_ by A.M. Best. Registered shares in the Swiss Re Group holding company, Swiss Re Ltd, are listed in accordance with the Main Standard on the SIX Swiss Exchange and trade under the symbol SREN. 


We're smarter together.


For more information about Swiss Re Group, please visit: www.swissre.com or follow us on Twitter @SwissRe",Financial Services
Deel,"Deel is a global payroll solution that helps businesses hire anyone, anywhere. Using a tech-enabled self serve process, you can now hire independent contractors or full-time employees in over 150 countries, compliantly and in minutes.
Today, Deel serves over 8,000 customers from SMBs to publicly traded companies.",Financial Services
S&P Global,"S&P Global (NYSE: SPGI) provides essential intelligence. We enable governments, businesses and individuals with the right data, expertise and connected technology so that they can make decisions with conviction. From helping our customers assess new investments to guiding them through ESG and energy transition across supply chains, we unlock new opportunities, solve challenges and accelerate progress for the world.


We are widely sought after by many of the worldÕs leading organizations to provide credit ratings, benchmarks, analytics and workflow solutions in the global capital, commodity and automotive markets. With every one of our offerings, we help the worldÕs leading organizations plan for tomorrow, today. For more information, visit www.spglobal.com.


Our divisions include:
Ð S&P Global Market Intelligence partners with customers to broaden their perspective and operate with confidence by bringing them leading data sources and technologies that embed insight in their daily work.


Ð S&P Global Ratings offers critical insights for credit, risk and sustainable finance solutions that are essential to translating complexity into clarity, so market participants can uncover opportunities.


Ð S&P Global Commodity Insights enables organizations to create long-term, sustainable value with data and insights for a complete view on the global energy and commodities markets. 


Ð S&P Global Mobility turns invaluable insights captured from automotive data to help our clients understand todayÕs market, reach more customers, and shape the future of automotive mobility. 


Ð S&P Dow Jones Indices provides iconic and innovative index solutions, bringing transparency to global capital markets.


Ð S&P Global Engineering Solutions solves for tomorrowÕs challenges today by transforming workflows and end-user experiences with data, insights and technology.",Financial Services
Chase,"Our mission is to create engaged, lifelong experiences. We serve nearly half of AmericaÕs households with a broad range of financial services, including personal banking, credit cards, mortgages, auto financing, investment advice, small business loans and payment processing.


For customer service, contact us via chase.com/customerservice.


See full social media terms and conditions at chase.com/socialterms.


JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran.",Financial Services
Millennium,"Millennium is a global alternative investment management firm, founded in 1989, which manages $58.8 billion in assets. We seek to pursue a diverse array of investment strategies across industry sectors, asset classes, and geographies.


Our four primary strategies are RV Fundamental Equity, Equities Arbitrage, Fixed Income Strategies, and Quantitative Strategies. 


Millennium was founded on the belief that innovation and results come from empowering talented, independent-minded individuals. To us, success is the combination of drive and discipline.


See our community guidelines at: mlp.com/guidelines",Financial Services
Payoneer,"Payoneer is the worldÕs go-to partner for digital commerce, everywhere. From borderless payments to boundless growth, Payoneer promises any business, in any market, the technology, connections and confidence to participate and flourish in the new global economy. 


Since 2005, Payoneer has been imagining and engineering a truly global ecosystem so the entire world can realize its potential. Powering growth for customers ranging from aspiring entrepreneurs in emerging markets to the worldÕs leading digital brands like Airbnb, Amazon, Google, Upwork and Walmart, Payoneer offers a universe of opportunities, open to you.",Financial Services
Northern Trust Corporation,"As a global leader in innovative wealth management, asset servicing and investment solutions, Northern Trust (Nasdaq: NTRS) is proud to guide the worldÕs most successful individuals, families and institutions by remaining true to our enduring principles of service, expertise and integrity.


A globally recognized Fortune 500 Company in continuous operation since 1889, weÕve built a legacy of empowering clients to reach their goals with confidence.


Since our roots as a trust bank, weÕve grown to a global presence with more than 22,000 employees in more than 20 countries and across five core business units:


Wealth Management
Asset Management
Asset Servicing
Technology
Corporate Functions


Join a Team ThatÕs Made for Greater


At Northern Trust, we refer to our employees as partners Ð with good reason. We understand that relationships are the key to our success. Here youÕll join a diverse and inclusive team of innovators with the drive to challenge the way things have always been done. Instead of choosing between a dynamic career and work-life balance, enjoy working with a team that supports your goals in the office and at home. WeÕll help you get where you want to go without sacrificing what matters most to you.


As of March 31st, 2022, Northern Trust Corporation had:


¥$173 billion in banking assets
¥$12 trillion in assets under custody
¥$15.5 trillion in assets under custody/administration
¥$1.5 trillion in assets under management


Stay connected with us:


NT Careers Facebook - https://www.facebook.com/ntcareers 
NT Careers Twitter - https://twitter.com/NTcareers 
Northern Trust Instagram - https://www.instagram.com/northerntrustcompany/ 
Northern Trust - https://twitter.com/NorthernTrust",Financial Services
Zurich North America,"Zurich North America is one of the largest providers of insurance solutions and services to businesses and individuals. Our customers represent industries ranging from agriculture to construction and include more than 90% of the Fortune 500. WeÕve backed the building of some of the most recognizable structures in North America Ñ from the Hoover Dam to Madison Square Garden to the Confederation Bridge. Our North American, LEED Platinum¨ headquarters is located in the Chicago area. We employ approximately 9,000 people in North America and have offices throughout the U.S. and Canada. Further information is available at www.zurichna.com.


Zurich North America is part of Zurich Insurance Group, a leading multi-line insurer that serves its customers in global and local markets. With approximately 55,000 employees, Zurich provides a wide range of property and casualty, and life insurance products and services in more than 215 countries and territories. ZurichÕs customers include individuals, small businesses, and mid-sized and large companies, as well as multinational corporations. The Group is headquartered in Zurich, Switzerland, where it was founded in 1872. The holding company, Zurich Insurance Group Ltd (ZURN), is listed on the SIX Swiss Exchange and has a level I American Depositary Receipt (ZURVY) program, which is traded over-the-counter on OTCQX. Further information is available at www.zurich.com. 


Follow Zurich North America on Twitter: http://twitter.com/#!/zurichna


Please be respectful of all commenters on the site. Any comments that contain vulgar language, name calling, personal attacks or are off topic are not allowed and will be deleted. Also spam and/or advertisements will also be removed. We reserve the right to review and delete any posts or comments, or report users if they violate Zurich North America's Rules of Conduct or LinkedIn's Terms of Service.


Zurich North America's Rules of Conduct: https://bit.ly/3081nQB",Financial Services
Nasdaq,"At Nasdaq, our purpose is to champion inclusive growth and prosperity. We power stronger economies, create more equitable opportunities, and contribute to a more sustainable world to help our communities, clients, employees, and people of all backgrounds reach their full potential. 


Meet the #NasdaqFam and learn about our purpose, culture and careers here: https://www.nasdaq.com/about/careers",Financial Services
BMO,"At BMO, banking is our personal commitment to helping people at every stage of their financial lives.


The truth is, peopleÕs needs change: so we change too. But we never change who we are. Which means weÕll never waiver from providing our customers the best possible banking experience in the industry. 


Our incredible team of over 46,000 people is just the tip of the iceberg. You should get to know us. WeÕre here to help.",Financial Services
GE Capital,"Every year, the infrastructure that powers our homes, transports our products, heals our loved ones, and keeps our societies moving forward needs a trillion dollars more investment than it gets.


GE Capital wants to change that.


We believe industry and finance have to speak the same language if youÕre going to drive the kind of progress the world needs now. We believe our people understand exactly what it takes to make the world work better every day, everywhere, for everyone.


And we believe GEÕs vision is best served by a business that knows the complexity, risk and potential of everything we offer customers Ñ because we donÕt only build it, we finance it, too. ItÕs more important than ever that the industries sustaining our lives get the support they deserve.


At GE Capital, we use the scale, intelligence and sheer inventiveness thatÕs in our DNA to do just that Ñ whether itÕs being the partner of choice for the first world or developing opportunities for the emerging world, we have the talent and the capability to make a better world anywhere we invest.


And thatÕs why GE Capital is different.


WeÕre more than a product or service. We create relationships that support the growth of every customer with whom we partner. WeÕre a team of the brightest minds in finance Ð with unmatchable expertise in the industries that matter most.


And weÕve got plans for the future.


The new GE Capital is aligned with GEÕs industrial businesses to bring customers cutting edge financial solutions as our company continues to build, move, power and cure the world. The world we live in today, the world we want to live in tomorrow and the world whose possibilities weÕre only just imagining.


GE Capital.",Financial Services
Vanguard,"We are a community of 30 million who thinkÑand feelÑdifferently about investing. Together, weÕre changing the way the world invests.


Since our founding in 1975, helping investors achieve their goals has been our main reason for existence. At Vanguard, weÕre built differently. Vanguard is investor-owned, meaning the fund shareholders own the funds, which in turn own Vanguard. When youÕre surrounded by people who care about the same things, things tend to fall into place.


With no other parties to answer to and therefore no conflicting loyalties, we make every decisionÑincluding keeping investing costs as low as possibleÑwith your needs in mind. Because of our unique structure, your goals align with our goals. Whether youÕre investing for your first house, college for your kids, or a comfortable retirement, you can be confident weÕre on your side. ThatÕs the value 
of ownership!


Community guidelines: vgi.vg/sgl1",Financial Services
Bank of America Merrill Lynch,"From local communities to global markets, we are dedicated to shaping the future responsibly and helping clients thrive in a changing world.


ÒBank of America Merrill LynchÓ is the marketing name for the global banking and global markets businesses of Bank of America Corporation. Bank of America is a marketing name for the Retirement Services business of Bank of America Corporation. Lending, derivatives, and other commercial banking activities are performed globally by banking affiliates of Bank of America Corporation, including Bank of America, N.A., Member FDIC. Securities, strategic advisory, and other investment banking activities are performed globally by investment banking affiliates of Bank of America Corporation (ÒInvestment Banking AffiliatesÓ), including, in the United States, BofA Securities, Inc., Merrill Lynch, Pierce, Fenner & Smith Incorporated, and Merrill Lynch Professional Clearing Corp., all of which are registered broker-dealers and Members of SIPC, and in other jurisdictions, by locally registered entities. BofA Securities, Inc., Merrill Lynch, Pierce, Fenner & Smith Incorporated and Merrill Lynch Professional Clearing Corp. are registered as futures commission merchants with the CFTC and are members of the NFA. 

Investment products: 
Are Not FDIC Insured 
May Lose Value 
Are Not Bank Guaranteed


Any opinions, views, statements, estimates or projections (ÒpostsÓ) posted on this web page are solely those of the individual author(s). As such, posts by an employee of BofAML or any of its affiliates are solely those of such employee or agent and do not necessarily reflect the views of BofAML. BofAML is not responsible for the content, or output of external websites. For Terms and Conditions and Disclaimers, please visit go.bofaml.com/social. Bank of America LinkedIn Community Guidelines can be found at: http://about.bankofamerica.com/en-us/social-media/linkedin-community-guidelines.html",Financial Services
J.P. Morgan Asset Management,"At J.P. Morgan Asset Management, we believe investors deserve an expert global partner they can trust to step up and deliver strong outcomes. From the largest institutional investors around the world to financial advisors around the corner, our clients rely on the power of perspective to help build stronger portfolios and solve their toughest challenges. 


Our perspective draws on knowledge earned over a century of investing through every market cycle. Today, with market intelligence trusted the world over, we offer deep, actionable insights. From our vantage point, we strive to see correlations others miss and seize opportunities that our global, connected view can deliver. Through our fully ESG-integrated investment platform, enhanced investment stewardship, and range of ESG-focused strategies, we invest for sustainable return in a sustainable world. 


Our clients trust us to manage $2.5 trillion in assets to secure what matters most to the individuals, families, companies, and communities they serve. To make the most of retirements. To help protect endowments. To strengthen returns. To enjoy hard-earned success.


To any challenge our clients face, we say, LetÕs Solve It. 


This content is exclusively for institutional/wholesale/professional clients and qualified investors only as defined by local laws and regulations.


To access disclosures, please visit website link below: 


https://am.jpmorgan.com/


https://www.jpmorgan.com/content/dam/jpm/global/disclosures/disclosure-notice/social_media_policy.pdf",Financial Services
PNC,"For more than 160 years, weÕve been committed to making a difference for our
customers, communities and employees.


Our Main Street banking model means we are uniquely rooted in the places where we operate, living in and supporting the communities in which we do business Ð understanding our customers are our neighbors.


Through our growth into one of the nationÕs leading banks, we are helping customers from coast-to-coast protect and grow their wealth. By combining what customers love about community banks with the security, technology, and capabilities of a top bank, we are helping everyone move forward financially.
See how we can make a difference for you.


PNC Bank, N.A., Member FDIC.
Equal Housing Lender
pnc.co/guidelines",Financial Services
MassMutual,"Living mutual has always been at the core of our human existence, and it's the principle that's guided us since our founding in 1851. It's not a concept we invented, but one we champion for the simple reason that people take it for granted today.


While the world would have us strive for independence, the truth is when we depend on one another, we aren't just more secure - life is happier and more fulfilling. So as we celebrate our new identity, we're reminding everyone that who we are stays the same. 
Learn more at: www.MassMutual.com


Disclosures about MassMutualÕs LinkedIn Company Page and other social media sites are located at: https://www.massmutual.com/social-media-guidelines. 


CRN201905-212768",Financial Services
S&P Global Ratings,"S&P Global Ratings is the worldÕs leading provider of independent credit ratings. Our ratings are essential to driving growth, providing transparency and helping educate market participants so they can make decisions with confidence. We have more than 1 million credit ratings outstanding on government, corporate, financial sector and structured finance entities and securities. We offer an independent view of the market built on a unique combination of broad perspective and local insight. We provide our opinions and research about relative credit risk; market participants gain independent information to help support the growth of transparent, liquid debt markets worldwide.


S&P Global Ratings is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/ratings.",Financial Services
WTW,"At WTW (NASDAQ: WTW), we provide data-driven, insight-led solutions in the areas of people, risk and capital. Leveraging the global view and local expertise of our colleagues serving 140 countries and markets, we help you sharpen your strategy, enhance organizational resilience, motivate your workforce and maximize performance.",Financial Services
Bessemer Venture Partners,"Bessemer Venture Partners helps entrepreneurs lay strong foundations to build and forge long-standing companies. With more than 135 IPOs and 200 portfolio companies in the enterprise, consumer and healthcare spaces, Bessemer supports founders and CEOs from their early days through every stage of growth. BessemerÕs global portfolio has included Pinterest, Shopify, Twilio, Yelp, LinkedIn, PagerDuty, DocuSign, Wix, Fiverr and Toast and has more than $20 billion of assets under management. Bessemer has teams of investors and partners located in Tel Aviv, Silicon Valley, San Francisco, New York, London, Boston, Beijing and Bangalore. Born from innovations in steel more than a century ago, BessemerÕs storied history has afforded its partners the opportunity to celebrate and scrutinize its best investment decisions (see Memos at bvp.com/memos) and also learn from its mistakes (see Anti-Portfolio at bvp.com/anti-portfolio).",Financial Services
Charles Schwab,"Charles Schwab is a different kind of investment services firm Ð one that strives to disrupt the status quo of the traditional Wall Street approach on behalf of our clients. We believe today, as we did on Day 1, that when you find ways to improve the investing experience for your clients, then business results will follow. 


Social Media Disclosures


Brokerage Products: Not FDIC Insured ¥ No Bank Guarantee ¥ May Lose Value


The Charles Schwab Corporation provides a full range of brokerage, banking and financial advisory services through its operating subsidiaries. Its broker-dealer subsidiary, Charles Schwab & Co., Inc. (member SIPC), and its affiliates offer investment services and products. Its banking subsidiary, Charles Schwab Bank (member FDIC and an Equal Housing Lender), provides deposit and lending services and products. Access to Electronic Services may be limited or unavailable during periods of peak demand, market volatility, systems upgrade, maintenance, or for other reasons. The Charles Schwab Corporation does not endorse third-party comments.


TD Ameritrade, Inc. and TD Ameritrade Clearing, Inc., members FINRA/SIPC, are separate but affiliated companies and subsidiaries of TD Ameritrade Holding Corporation. TD Ameritrade is a trademark jointly owned by TD Ameritrade IP Company, Inc. and The Toronto-Dominion Bank. 


This profile is designed for U.S. residents. Non-U.S. residents are subject to country-specific restrictions. Learn more about our services for non-U.S. residents.


© 2022 Charles Schwab & Co., Inc, All rights reserved. Member SIPC. Unauthorized access is prohibited. Usage will be monitored.


For additional information and disclosure please visit: http://www.aboutschwab.com/social-media-at-schwab






(# 0722-2V1X)",Financial Services
Andreessen Horowitz,"Founded in 2009 by Marc Andreessen and Ben Horowitz, Andreessen Horowitz (known as ""a16z"") is a venture capital firm in Silicon Valley, California, that backs bold entrepreneurs building the future through technology. We are stage agnostic: We invest in seed to late-stage technology companies, across the consumer, enterprise, bio/healthcare, crypto, and fintech spaces. a16z has $19.2B in assets under management across multiple funds, including the $1.4B Bio funds, the $3.1B Crypto funds, and the Cultural Leadership Fund.


a16z is defined by respect for the entrepreneur and the entrepreneurial company building process; we know what itÕs like to be in the founderÕs shoes. The firm is led by general partners, many of whom are former founders/operators, CEOs, or CTOs of successful technology companies, and who have domain expertise ranging from biology to crypto to distributed systems to security to marketplaces to financial services.


We aim to connect entrepreneurs, investors, executives, engineers, academics, industry experts, and others in the technology ecosystem. We have built a network of experts including technical and executive talent; top media and marketing resources; Fortune 500/Global 2000 companies; as well as other technology decision makers, influencers, and key opinion leaders. a16z uses this network as part of our commitment to help our portfolio companies grow their business, so our operating teams provide entrepreneurs with access to expertise and insights across the entire spectrum of company building.


https://a16z.com/portfolio/ 
https://a16z.com/podcasts/ 
https://a16z.com/videos/ 
http://a16z.com/subscribe",Financial Services
UL Solutions,"A global leader in applied safety science, UL Solutions transforms safety, security, and sustainability challenges into opportunities for customers in more than 100 countries. UL Solutions delivers testing, inspection and certification services, together with software products and advisory offerings, that support our customersÕ product innovation and business growth. 


The UL Certification Marks serve as a recognized symbol of trust in our customersÕ products and reflect an unwavering commitment to advancing our safety mission. We help our customers innovate, launch new products and services, navigate global markets and complex supply chains, and grow sustainably and responsibly into the future. 


We believe in the possibility and promise of innovation, and we have spent more than a century enabling it to be safely adopted. From the adoption of electrification to the enablement of 5G and new mobility, we collectively look toward new frontiers, working for a safer world._ Our science is your advantage.",Financial Services
Bank of America Business,"From local communities to global markets, we are dedicated to shaping the future responsibly and helping clients thrive in a changing world.
""Bank of AmericaÓ and ""BofA Securities"" are the marketing names used by the Global Banking and Global Markets divisions of Bank of America Corporation. Lending, other commercial banking activities, and trading in certain financial instruments are performed globally by banking affiliates of Bank of America Corporation, including Bank of America, N.A., Member FDIC. Trading in securities and financial instruments, and strategic advisory, and other investment banking activities, are performed globally by investment banking affiliates of Bank of America Corporation (""Investment Banking Affiliates""), including, in the United States, BofA Securities, Inc. and Merrill Lynch Professional Clearing Corp., both of which are registered broker-dealers and Members of SIPC, and, in other jurisdictions, by locally registered entities. BofA Securities, Inc. and Merrill Lynch Professional Clearing Corp. are registered as futures commission merchants with the CFTC and are members of the NFA.


Investment products offered by Investment Banking Affiliates:
Are Not FDIC Insured 
May Lose Value 
Are Not Bank Guaranteed


Any opinions, views, statements, estimates or projections (ÒpostsÓ) posted on this web page are solely those of the individual author(s). As such, posts by an employee of Bank of America or any of its affiliates are solely those of such employee or agent and do not necessarily reflect the views of Bank of America. Bank of America is not responsible for the content, or output of external websites. Bank of America LinkedIn Community Guidelines can be found at: http://about.bankofamerica.com/en-us/social-media/linkedin-community-guidelines.html",Financial Services
American Income Life Insurance Company,"American Income Life is a major provider of supplemental insurance benefits to working families through relationships established with labor unions, credit unions, and associations.


The Company was founded with just $25,000 in borrowed capital more than 50 years ago by entrepreneur and philanthropist Bernard Rapoport. 


American Income Life is licensed in 49 states, the District of Columbia, Canada, and is registered to carry on business in New Zealand. AIL also has a wholly-owned subsidiary: National Income Life Insurance Company, licensed in the state of New York. American Income Life, along with our New York subsidiary National Income Life, has combined assets of more than $3 billion with more than $46.6 billion of life insurance in force in 2014. (as of 4/15)


A.M. Best, one of the country's oldest and most respected insurance ratings companies, has rated American Income Life as A+ (Superior) for Financial Strength (as of 7/17).


American Income Life Insurance Company has a long history and rich tradition of partnering with the working family community: through national and local leaders, advocating for key issues and campaigns, and investing in a public agenda that reflects the core values of importance to all working people. 


If you are interested in a career where your opportunities are truly unlimited, please visit www.ailcareers.com.",Financial Services
Edward Jones,"Edward Jones, a Fortune 500 firm, provides financial services in the U.S. and through its affiliate in Canada. The firmÕs nearly 19,000 financial advisors serve more than 8 million clients with a total of $1.7 trillion in client assets under care. Edward JonesÕ purpose is to partner for positive impact to improve the lives of its clients and colleagues, and together, better our communities and society. 


Through the dedication of the firmÕs 50,000 associates and our branch presence in 68 percent of U.S. counties, the firm is committed to helping more people achieve financially what is most important to them.",Financial Services
S&P Global Market Intelligence,"At S&P Global Market Intelligence, we understand the importance of accurate, deep, and insightful information. Our team of experts delivers unrivaled insights and leading data and technology solutions, partnering with customers to expand their perspective, operate with confidence, and make decisions with conviction.


S&P Global Market Intelligence is a division of S&P Global (NYSE: SPGI). We are the worldÕs foremost provider of credit ratings, benchmarks, analytics, and workflow solutions in the global capital, commodity, and automotive markets. With every one of our offerings, we help many of the worldÕs leading organizations navigate the economic landscape so they can plan for tomorrow, today. For more information, visit spglobal.com/marketintelligence. Disclosures: http://bit.ly/1vLpWhX",Financial Services
Huntington National Bank,"Welcome to Huntington. 


Huntington Bancshares Incorporated is a $179 billion asset regional bank holding company headquartered in Columbus, Ohio. Founded in 1866, The Huntington National Bank and its affiliates provide consumers, small and middle-market businesses, corporations, municipalities, and other organizations with a comprehensive suite of banking, payments, wealth management, and risk management products and services. Huntington operates more than 1,000 branches in 11 states, with certain businesses operating in extended geographies.


We are committed to doing the right thing for our customers, colleagues, and communities. Our ÒWelcomeÓ philosophy means they are at the center of everything we do.


HereÕs how we look out for people:


¥ We aim to make banking easier for our customers. Our comprehensive suite of innovative banking tools and products is specifically designed to strengthen the financial health of those we serve. 


¥ Our internal culture is built around making things greatÑrather than just good enoughÑand to be the best place our colleagues will ever work. We offer a flexible work environment with opportunities for growth, and weÕll provide all the resources needed to create a lasting and rewarding career path. 


¥ Our $40 billion Community Plan, environmental sustainability strategy, and robust small-business lending program are just a few of the ways we are helping to improve the economic vitality of the areas where we live and work. 


Explore Huntington Career opportunities at https://huntington-careers.com. 


Huntington Bank is an Equal Opportunity and Affirmative Action Employer Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity


The Huntington National Bank, Member FDIC. The logo mark and Huntington¨ are federally registered service marks of Huntington Bancshares Incorporated.


Huntington Social Media Community Guidelines & Terms: http://bit.ly/HuntingtonSocialMedia",Financial Services
The Carlyle Group,"Carlyle (NASDAQ: CG) is a global investment firm with deep industry expertise that deploys private capital across three business segments: Global Private Equity, Global Credit and Global Investment Solutions. With $369 billion of assets under management as of September 30, 2022, CarlyleÕs purpose is to invest wisely and create value on behalf of its investors, portfolio companies and the communities in which we live and invest. Carlyle employs more than 2,100 people in 29 offices across five continents.",Financial Services
Western Union,"We are a global leader in cross-border, cross-currency money movement. From small businesses and global corporations, to families near and far away, to NGOs in the most remote communities on Earth, Western Union helps people and businesses move money - to help grow economies and realize a better world. We continue to innovate, developing new ways to send money through digital, mobile, and retail channels, with an array of convenient pay-out options to meet business and consumer needs. 


Services may be provided by Western Union Financial Services, Inc. NMLS# 906983 and/or Western Union International Services, LLC NMLS# 906985, which are licensed as Money Transmitters by the New York State Department of Financial Services. See terms and conditions for details.


Western Union International Bank GmbH is regulated by the Financial Markets Authority in Austria.


Donate to Ukraine: https://secure.donationpay.org/westernunion/index_new.php",Financial Services
Farmers Insurance,"The companies comprising the Farmers Insurance Group of Companies¨ currently make up one of the country's largest insurers of vehicles, homes and small businesses, and provide a wide range of other specialty insurance and financial services products. 


In business since 1928, today at Farmers¨ we proudly serve more than 10 million households with more than 19 million individual insurance policies across all 50 states through the efforts of nearly 48,000 exclusive and independent agents and approximately 21,000 employees. Our experience provides a rich history and legacy of service and strong customer relationships, while our focus on smart innovation, technology and entrepreneurship helps us to stay creative, to continually improve our product offerings and to drive the evolution of the insurance industry. Farmers Insurance Exchange¨, the largest of the three primary insurance insurers that make up Farmers Insurance, is recognized as one of the largest U.S. companies on the 2017 Fortune 500 list.


At Farmers¨, we understand that every encounter with customers is an opportunity to differentiate ourselves with our personalized service and have an overall positive impact on their lives. We pride ourselves on helping the individuals and businesses we serve become smarter and better prepared to protect the things that matter most to them. 


We are also deeply committed to giving back. The Farmers culture is built around opportunities to volunteer and help improve the communities in which we work and live.",Financial Services
RBC,"Royal Bank of Canada is a global financial institution with a purpose-driven, principles-led approach to delivering leading performance. Our success comes from the 88,000+ employees who leverage their imaginations and insights to bring our vision, values and strategy to life so we can help our clients thrive and communities prosper. As CanadaÕs biggest bank, and one of the largest in the world based on market capitalization, we have a diversified business model with a focus on innovation and providing exceptional experiences to our 17 million clients in Canada, the U.S. and 27 other countries. Learn more at rbc.com. 


We are proud to support a broad range of community initiatives through donations, community investments and employee volunteer activities. See how at rbc.com/community-social-impact.


For information on our legal terms of use visit http://rbc.com/legalstuff.",Financial Services
TSYS,"TSYS, a Global Payments company, is the payment stack for the future, powered by unmatched expertise.


At TSYS, weÕre building the future of payments. Our suite of scalable issuer solutions provides the next generation platform for origination, processing and risk management. Whatever your industry, scale or ambition, weÕll help you configure the ideal solution for you.


Operating in more than 75 countries around the world, we process billions of transactions each year. Beyond the transaction, we deliver powerful user experiences. We give your customers more of what they wantÐin more ways and places. Power your growth with the only payments partner you need.


For more information, visit www.TSYS.com. WeÕre also on Twitter (@TSYS_TSS) and Facebook.",Financial Services
500 Global,"500 Global is a venture capital firm with over $2.7B in Assets Under Management that invests early in founders building fast-growing technology companies. We focus on markets where technology, innovation, and capital can unlock long-term value and drive economic growth. 


500 Global has backed over 5,000 founders representing more than 2,600 companies operating in 80 countries. Our portfolio includes 51 companies valued at over $1 billion and 140 companies valued at over $100 million.


Our 140+ plus team members are located in more than 15 countries and bring experience as entrepreneurs, investors, and operators from some of the worldÕs leading technology companies.",Financial Services
Morningstar,"Morningstar, Inc. is a leading provider of independent investment research in North America, Europe, Australia, and Asia. The Company offers an extensive line of products and services for individual investors, financial advisors, asset managers, retirement plan providers and sponsors, and institutional investors in the debt and private capital markets. 


Morningstar provides data and research insights on a wide range of investment offerings, including managed investment products, publicly listed companies, private capital markets, debt securities, and real-time global market data. 


Morningstar also offers investment management services through its investment advisory subsidiaries, with approximately $239 billion in assets under advisement and management as of Sept. 30, 2022. The Company has operations in 29 countries.",Financial Services
Global Association of Risk Professionals (GARP),"GARP is a not-for-profit organization and the only globally recognized membership association for risk managers.


With over 279,000 members across more than 195 countries and regions, our mission is to advance the risk profession through education, training and the promotion of best practices globally.",Financial Services
Empower,"Built on a foundation of trust, integrity and promise, we proudly serve over 71,000 outstanding organizations and more than 17 million individuals. _ We take great pride in helping people with saving, investing and advice, while providing them with the tools and resources they need to help reach their financial goals. WeÕre continuing to grow Ñ and innovate Ñ every day.


Our mission is to empower financial freedom for all. That mission starts by delivering advice, personalized guidance and critical support. We strive to meet the unique needs of everyone we serve and embrace the opportunity to inspire them along their journey.




Disclosures: https://www.empower.com/social-media/. 


----------------------------------------------------------------------------------------


_ 1 As of April 1, 2022.",Financial Services
American Family Insurance,"For more than 90 years, American Family Insurance has built its reputation on sound principles. We strive to provide you industry-leading service, exceptional claims experience and products that build long-term relationships. This is accomplished by treating policyholders fairly in a helpful and caring way and making it easy and convenient to work with us. We know our customers like family.


American Family Insurance thrives by conducting its business in accordance with the highest ethical standards and the law at all times. Integrity is part of our culture and always has been. The reputation we enjoy and trust-based relationships we have built with our customers are determined by the example set by management and the character and good judgment exercised at all levels of our organization. ItÕs a way of doing business that our customers have come to expect from us and a standard that we continue to live up to.


1-800MYAMFAM (1-800-692-6326)",Financial Services
Chargebee,"Chargebee is a recurring billing and subscription management tool that helps SaaS and SaaS-like businesses streamline Revenue Operations. Chargebee integrates with the leading payment gateways like Stripe, Braintree, PayPal etc. around the world to let you automate recurring payment collection along with invoicing, taxes, accounting, email notifications, SaaS Metrics and customer management. 


Chargebee handles all your crucial workflows from lead to ledger with power-packed integrations that include Salesforce, Xero, Quickbooks, Avalara, Slack, among others.


Sign up for a free trial at chargebee.com and take the pain out of your subscription billing.",Financial Services
World Financial Group (WFG),"Our Vision
To give people from all backgrounds the power to become financial services business owners, so that every family can access financial knowledge, products, and resources to prepare for a better future.


Our Mission
To empower financial services entrepreneurs with the tools they need to help families have better futures.






www.worldfinancialgroup.com",Financial Services
MSCI Inc.,"MSCI is a leading provider of critical decision support tools and services for the global investment community. With over 50 years of expertise in research, data and technology, we power better investment decisions by enabling clients to understand and analyze key drivers of risk and return and confidently build more effective portfolios. We create industry-leading research-enhanced solutions that clients use to gain insight into and improve transparency across the investment process.",Financial Services
NYSE,"The New York Stock Exchange is where icons and disruptors come to build on their success and shape the future. WeÕve created the worldÕs largest and most trusted equities exchange, the leading ETF exchange and the worldÕs most deterministic trading technology. Our data, technology and expertise help todayÕs leaders and tomorrowÕs visionaries capitalize on opportunity in the public markets.",Financial Services
Fitch Ratings,"Fitch Ratings is a leading provider of credit ratings, commentary and research. Dedicated to providing value beyond the rating through independent and prospective credit opinions, Fitch Ratings offers global perspectives shaped by strong local market experience and credit market expertise. The additional context, perspective and insights we provide help investors to make important credit judgments with confidence.

Fitch Group is a global leader in financial information, providing critical insights that inform better decision-making in financial markets. With operations in more than 30 countries, Fitch Group is comprised of: Fitch Ratings, a global leader in credit ratings and research; Fitch Solutions, an authority in credit and macro intelligence providing fixed-income products and services to the global financial community; and Fitch Learning, a preeminent source of training and professional development. Fitch Group is owned by Hearst, a leader in diversified media, information and services. 


To learn more visit www.hearst.com/fitch-group.",Financial Services
